Username,Review Number,Title,Text,Date,Rating,Rating,Rating,Rating,Rating
Akshay_Wadke,75 reviews,"Beer, Music..... English!!! :)","Italy has great food but after doing in Rome what the Romans do, after a while you need to do what you do back home....and the scholar's lounge is just that. A genuine pub, lotsa tap beers, with large portions of snacks to go with...More",Date of visit: February 2012,5,,,,
rimmers29,22 reviews,Authentic,"As an irish couple we tend to avoid irish bars when we go away but this was very enjoyable. Lots of screens with wide variety of sports, good craic",,,4,,,
Ironmancb,70 reviews,Great location...Great brew!,I was told to check Scholars lounge out by a colleague for good scenery near the Monument...it was a great experience...they have beers of the week for 5 euro...the food was pretty good and a live band on Friday's. The place was packed to the...More,Date of visit: January 2013,5,,,,
kpontar1,69 reviews,Updated review: Horrible service!,"This is my second review of Scholars Lounge in Rome. During my first visits to this establishment in 2009/2010, I was impressed with the atmosphere, warmth, and good service. In recent months, I have been offended by the rude service of the wait staff and...More",Date of visit: December 2012,,,,2,
MathewS822,9 reviews,A Great Stew,"After touring Italy for the past 3 weeks we needed a change in cuisine so we tried this cozy Irish pub. We had two great stews, the beef and the lamb which were great. A little expensive but worthwhile. The atmosphere and the service were...More",Date of visit: January 2013,,4,,,
MargiLiverpool,21 reviews,Nice atmosphere!,"Found this place passing on our tour bus, large pub offering food and variety of beers! Staff are a little slow but very friendly. Didn't eat here but observed others eating and they appeared pleased! Six Euro a pint in here which is pretty typical...More",Date of visit: January 2013,,4,,,
Bill P,33 reviews,New Year 2013,Tried to find on New Years Eve but due to road closures were unable to. Next day on walkabout came upon it and were delighted to find that unlike Irish bars in other cities this place had character and charm. Well fitted out and we...More,Date of visit: January 2013,,4,,,
MirjanaZ319,1 review,a nice surprise,we loved scholars lounge... i was surprised to see a good and nice selection of beer... great music... great food and amazing beer... not so pricy... staff is very friendly...,,5,,,,
JJLehto,67 reviews,It's always a pleasure,"In my opinion this is the most authentic irish pub in Rome. Some time ago waiters use to wear a t-shirt with ""irish owner, irish waiters, irish beer"" on. The atmosphere is realxed during the day and sparkly in the evenings when live music or...More",Date of visit: December 2012,5,,,,
LukaCro,10 reviews,Perfect place to sit back and relax,"We noticed this place while walking around Rome and thought we might sit down for a cup of coffe. The interior is amazing, a classic pub style with a very warm atmosphere, the perfect place for a weary traveler. We came back several times, had...More",Date of visit: January 2013,5,,,,
LadyHertford,5 reviews,A nice taste of home,"We spotted an ad for this place during a very very very hot day after wandering around the Pantheon and decided to try it out after becoming disillusioned with Italian food and beer (don't get us wrong, it was lovely but after a while we...More",Date of visit: July 2012,5,,,,
MicheleandBob67,35 reviews,Great staff,"While searching Rome for a place to watch American football we found Scholars Lounge. It was a lot of fun and we made a new friend, our server, named Aoife.  We enjoyed her so much we went back the next day to see her before...More",Date of visit: December 2012,,4,,,
djjedy,6 reviews,coffe and water,"the coffe was great, but the service was very slow, even at the bar we had to wait for 2 coffees and 1 beer almost 10minutes
for watching sports its great. they show almpst every sport, on this day all popular premier league games (manU...More",,,,3,,
samanthapye,3 reviews,Won't go back!,"The food was terrible. Two of us had burgers with terrible sausage meat patties, we received a cold bowl of fries (which we saw them try and give to the table next to us 5 minutes before) and my brother had the Guinness beef. The...More",,,,,,1
Tigers8932,122 reviews,Fun Times,This was a nice little place to catch some American Football and relax. Good pub food. Great atmosphere. There were plenty of televisions. The beer was cheap. There were plenty of options both beer and food wise. Remember this is a pub. If you want...More,Date of visit: November 2012,5,,,,
Hannahkins T,28 reviews,Extraordinarily over priced,"Just wanting a quick drink, service was slow and a coke was €4 not even on tap. Overall unimpressed but ok atmosphere. Can't comment on food",,,,,2,
DerickN416,1 review,Good place but uneasy atmosphere,i was enjoying my lunch the food was excellent and the service was great but i was made to feel very uneasy as i witnessed one of the managers i think was called dave verbally berating a member of staff over a mistake in a...More,Date of visit: December 2012,,,,2,
elmo57,122 reviews,Could be perfect...,Visited here twice whilst in Rome and must say it's one of the best Irish bars I've been to. The atmosphere was great and they were showing the rugby match. It was crowded  both times and the music and craic were good. The bar staff...More,Date of visit: November 2012,,4,,,
CherylCrT,45 reviews,"When in Rome, go to...an Irish bar?","If you want a taste of home on a Sunday evening, go to this pub for wings or sandwiches. They usually show American football (the afternoon games from the US) on Sunday evenings during the season, though most of the Europeans will be watching their...More",Date of visit: November 2012,5,,,,
MrsKCIreland,177 reviews,Home from Home!!,"We have been to Rome on many occasions, and always get the best welcome from Declan and his friendly staff.  We got married also in Rome and had arrranged a night out with our wedding guests the night after our wedding in Scholars and all...More",Date of visit: January 2012,5,,,,
Tan0015,23 reviews,Very poor service,"Had to find a table ourselves and sit down. Asked for a menu, and for the table to be cleared, nothing happened for ten minutes while the same waiter walked up and down multiple times. Went and asked the bartender to send a waiter our...More",Date of visit: November 2012,,,,,1
Ian B,4 reviews,Scholars lounge,1st time in Rome found this gem an oasis from the madness of Rome by day and party time at night. Was made to feel like a regular . Best pizza we had in Rome . If you go to Rome don't miss scholars lounge...More,,5,,,,
565Kathy,21 reviews,Canadian's Living in Italy,"My husband & I visited this pub when we were in Roma for business, which happens about twice a month.  We had previously gone to Abbey-Theatre Pub but have found that the quality has diminished, as has the service.
Scholars however was just FABULOUS!  Staff...More",Date of visit: November 2012,,4,,,
ncourcier,3 reviews,Love it!!!!,"Live in Rome and love going to Scholars.  Great pub food (especially fully loaded nachos), great atmosphere and best of all, great booze!",,5,,,,
MikaelRL,8 reviews,Best night EVER,"Me and my friends went there to watch a game of football (soccer)
and it was AMAZING! i got hammered beyond belive, yet i had a great time, and met alot of friendly international people, there was also fantastic service and karaoke! 
It makes me...More",Date of visit: May 2012,5,,,,
Gjackso,87 reviews,Warm comfort food,"On a chilly evening, my wife, daughter and I ate here this evening.  After almost 3 weeks in Rome, it was a pleasure to eat real, down to earth beef.  We had the Guinness beef stew and a mince meat pie with mashed potatoes.  Everything...More",Date of visit: October 2012,,4,,,
Gsouthall1988,2 reviews,The friendliest place we came across in rome,"After a couple of rude encounters with the local Italians in Rome, we decided to visit scholars, as we had seen it advertised. We thought the Irish run pub would offer a bit more of a friendly atmosphere. We were right. The pub had an...More",,5,,,,
